City id,City name,Latitude,Temperature in F,Humidity,Cloudiness,Wind Speed (mph)
1486910,Komsomolskiy,67.5537,45.38,83,0,1.7
4030556,Rikitea,-23.1203,74.18,79,9,17.18
3870282,Talcahuano,-36.7167,55.4,82,75,11.41
2175403,Bluff,-23.58,53.3,56,53,6.51
3887127,Iquique,-20.2209,62.6,67,0,19.46
2163355,Hobart,-42.8826,41.34,75,75,6.93
3833367,Ushuaia,-54.807,39.2,80,75,6.93
2110227,Butaritari,3.0707,84.08,75,31,10.54
5855927,Hilo,19.7072,79.43,61,75,6.93
3378644,Georgetown,6.8026,84.04,74,40,6.93
3874787,Punta Arenas,-53.1627,41.0,100,90,14.99
2012956,Yerbogachen,61.2767,56.18,79,25,7.0
5914132,Campbell River,50.0163,71.31,64,75,6.93
3102488,Orlik,53.9541,56.05,93,75,2.24
3833859,Barrow,-38.3131,47.72,74,0,7.67
6201424,Mataura,-46.1928,50.0,77,100,5.99
2304548,Anloga,5.7947,77.0,88,20,9.17
1283285,Jumla,29.2754,55.28,94,100,1.81
5106834,Albany,42.6512,75.65,100,40,11.41
4501427,Port Elizabeth,39.3134,86.9,55,20,8.05
6693679,Gizo,31.8041,76.12,74,20,9.17
2157698,Mildura,-34.1848,41.0,86,0,8.05
1182159,Bulri,24.8667,85.16,66,91,22.19
3461958,Guanhaes,-18.775,60.86,79,0,3.71
3026644,Souillac,45.6006,66.7,77,0,9.17
4188985,Columbus,32.461,85.26,62,40,6.93
2094342,Kavieng,-2.5745,82.64,74,100,12.33
2122090,Pevek,69.7028,41.78,85,52,8.66
1106677,Bambous Virieux,-20.3428,67.44,64,20,5.82
3372707,Ribeira Grande,38.5167,72.56,84,6,11.3
3369157,Cape Town,-33.929,51.78,87,0,18.23
5983720,Iqaluit,63.7494,60.42,44,40,16.11
3838859,Rio Gallegos,-51.6227,41.0,86,40,3.36
6533368,Moranbah,-22.0031,54.38,53,59,5.3
2075265,Busselton,-33.6445,42.98,84,100,16.49
2208248,Kaitangata,-46.2818,52.0,50,78,4.0
4696310,Harper,30.2999,91.56,38,40,9.17
1120879,Sharan,33.1473,70.04,60,0,5.79
2132606,Samarai,-10.6167,72.56,95,100,6.33
3520994,Puerto Escondido,15.8624,86.0,70,75,6.93
2062276,Roebourne,-20.7724,67.16,23,0,17.11
2194098,Ahipara,-35.1665,59.96,81,0,11.32
6185377,Yellowknife,62.4541,59.0,44,75,17.22
7626384,Hovd,63.8339,52.27,81,40,8.05
3247453,Soller,50.7331,59.77,87,56,8.05
1647834,Bulakamba,-6.8653,66.08,93,66,8.12
6167817,Torbay,47.6577,55.83,62,20,6.93
3902202,Tupiza,-21.4438,51.5,14,43,15.84
5563397,Eureka,40.8021,65.59,77,20,17.22
3354071,Oranjemund,-28.552,54.92,91,0,12.08
1015776,Bredasdorp,-34.5331,57.96,77,9,6.93
1807681,Huainan,32.5867,67.88,97,85,1.54
639735,Rauma,61.1289,51.8,62,0,6.93
113659,Tabas,33.596,102.2,11,0,6.93
217695,Bunia,1.5621,63.02,97,74,1.34
2126123,Chokurdakh,70.6192,69.68,55,71,13.29
5847411,Kahului,20.8894,82.51,58,40,12.75
2128975,Nemuro,43.3236,54.92,92,100,14.2
4020109,Atuona,-9.8,79.76,71,24,15.99
2610343,Vestmanna,62.1564,50.0,93,100,6.93
3462672,Santa Maria,-16.0172,70.39,44,0,6.93
2381334,Atar,20.5183,100.46,16,76,9.37
964432,Port Alfred,-33.5906,61.0,87,95,5.01
6111696,Port-Cartier,50.0257,60.06,87,90,17.22
5961417,Husavik,50.5623,75.06,44,83,6.82
3471451,Arraial do Cabo,-22.9663,67.93,83,0,4.7
3837213,San Juan,-31.5372,40.7,71,23,4.56
2069194,Jamestown,-33.2075,39.98,91,37,6.76
2444219,Goure,13.9835,88.76,44,77,9.33
4011743,Constitucion,23.9912,76.57,36,75,9.17
6089245,Norman Wells,65.2824,60.8,48,40,13.87
1256706,Shahpura,25.6253,83.9,65,22,20.15
3856548,La Asuncion,-26.0539,50.6,86,99,4.09
2155415,New Norfolk,-42.7802,41.36,75,75,6.93
1282256,Hithadhoo,-0.6,83.9,76,17,11.01
546105,Nikolskoye,59.7035,51.58,81,0,6.71
2618795,Klaksvik,62.2266,50.0,93,100,6.93
624079,Orsha,54.5119,46.4,93,20,2.24
286245,Sur,22.5702,85.52,54,0,16.6
4021858,Guerrero Negro,27.971,66.44,87,0,18.97
1014034,Carnarvon,-30.9678,54.2,26,0,5.75
2338660,Yaan,7.3833,73.82,94,100,5.01
556268,Ostrovnoy,68.0544,37.46,86,20,1.54
3979216,Camalu,30.85,64.1,90,36,16.78
2084442,Vanimo,-2.6741,77.96,86,100,10.87
3924752,Senador Guiomard,-10.151,80.6,78,40,3.31
158876,Itumba,-9.4,53.48,94,70,5.75
4035715,Avarua,-21.2078,71.6,94,75,3.36
2033536,Yakeshi,49.2833,59.06,82,2,2.39
2092164,Lorengau,-2.0226,77.78,76,100,5.93
1273574,Vaini,15.336,70.4,96,100,8.32
2249901,Gat,14.6934,84.2,62,40,11.41
3416888,Grindavik,63.8424,54.68,93,75,1.12
110690,Faya,18.3851,74.35,40,20,5.35
5681215,Superior,47.1916,82.2,46,40,6.62
1521762,Kurchum,48.5722,61.76,70,0,7.07
901344,Ndola,-12.9694,51.32,57,0,5.12
1267390,Kavaratti,10.5669,82.82,79,30,10.49
3902377,Trinidad,-14.8347,87.8,55,20,8.05
3355672,Luderitz,-26.6481,53.6,87,0,12.75
2038067,Chifeng,42.2683,64.82,59,75,6.44
2136150,Luganville,-15.5122,77.0,88,90,10.29
4034551,Faanui,-16.4834,77.06,70,61,1.7
5855051,Ewa Beach,21.3156,82.49,45,40,17.22
3139765,Setermoen,68.8615,49.59,87,99,5.82
2429605,Koumra,8.9189,70.94,90,100,3.0
4231523,Winder,33.9926,89.28,49,1,4.7
4031574,Provideniya,64.4238,71.48,38,100,2.28
3164565,Vila,45.1829,73.94,69,0,2.24
4278471,Russell,38.8953,92.16,32,1,12.75
8010472,Belmonte,40.3583,73.49,60,75,4.14
2156643,Mount Gambier,-37.8302,44.6,87,75,19.46
2336237,Illela,12.2526,87.68,50,89,9.89
582447,Almaznyy,48.0302,60.8,87,0,2.24
964406,Port Shepstone,-30.7414,57.26,91,45,0.92
5274887,Suamico,44.632,85.19,48,1,11.41
1507390,Dikson,73.5069,32.6,88,0,15.66
2755485,Goedereede,51.8181,61.3,87,0,16.11
1006984,East London,-33.0153,56.0,91,76,8.52
3356832,Henties Bay,-22.1161,54.0,94,0,6.53
3831208,Qaanaaq,77.484,46.28,58,100,4.99
6138908,Saint-Philippe,45.3584,76.06,61,40,8.05
4407665,Kodiak,39.9519,87.91,11,1,11.41
3421765,Nanortalik,60.1432,40.88,89,100,3.13
3442750,Dolores,-33.5301,57.0,95,100,15.01
5486795,Raton,36.9036,88.25,14,1,9.17
1244926,Hambantota,6.1241,78.8,100,75,2.24
3448828,Sao Joaquim,-28.2939,59.0,99,5,2.71
108410,Riyadh,24.632,89.6,8,0,8.05
5848280,Kapaa,22.0752,83.14,58,40,8.05
1733782,Victoria,5.2785,75.09,100,90,1.12
3423146,Ilulissat,69.2167,46.4,81,75,5.82
4372777,Vardo,39.6165,86.34,48,40,14.99
5921525,Mackay,53.65,74.3,33,40,12.75
2488835,Medea,36.2653,77.0,73,0,6.93
2015306,Tiksi,71.6366,50.06,60,33,12.3
3366880,Hermanus,-34.4176,54.82,86,0,7.0
2136825,Isangel,-19.55,69.8,88,20,18.81
117392,Mitu,36.1986,65.54,29,0,5.77
2068110,Kununurra,-15.7731,62.6,42,25,6.93
5932311,Creston,49.1,81.63,39,1,8.05
2012530,Zhigansk,66.7656,60.86,84,90,17.94
2121385,Severo-Kurilsk,50.6789,44.66,94,100,8.52
2236967,Soyo,-6.1334,72.92,84,3,8.9
1643837,Gorontalo,0.5384,73.64,84,70,6.64
3374210,Sao Filipe,14.8961,73.46,84,1,17.4
1852357,Shimoda,34.701,71.22,94,75,1.12
2122104,Petropavlovsk-Kamchatskiy,53.0452,51.8,100,90,6.71
1688687,San Quintin,17.5427,74.54,89,0,3.83
787487,Poum,41.2813,55.4,82,40,2.24
2090021,Namatanai,-3.6642,76.7,80,100,4.23
2995603,Saint-Pierre,48.9455,60.51,72,20,3.36
3899695,Ancud,-41.8682,48.2,93,90,16.11
6170031,Tuktoyaktuk,69.444,42.8,75,75,6.93
3936456,Lima,-12.0622,62.6,88,90,8.05
3448903,Sao Joao da Barra,-21.6403,69.8,73,0,6.93
6111862,Port Hardy,50.6996,64.4,82,90,5.82
3897774,Buin,-33.732,57.2,41,67,3.36
6165406,Thompson,55.7433,77.0,31,75,9.17
525262,Morki,56.4303,56.54,95,100,4.29
5341531,Danville,37.8216,76.59,64,5,17.22
3445847,Ubatuba,-23.4332,66.2,63,0,1.12
57000,Hobyo,5.3505,78.14,73,1,24.61
3863379,Mar del Plata,-46.4276,42.86,61,82,4.68
2136697,Lakatoro,-16.1069,77.0,88,90,10.29
2017155,Saskylakh,71.965,50.06,63,33,4.99
1271413,Gevrai,19.2667,77.6,79,100,13.87
5849297,Kihei,20.7574,82.53,58,40,12.75
1595679,Nong Kung Si,16.65,78.8,88,20,3.36
5367788,Lompoc,34.6392,74.25,77,1,8.05
2078025,Adelaide,-34.9275,47.75,66,20,18.34
5213681,State College,40.7945,79.79,48,1,16.11
466885,Yeysk,46.7111,70.58,63,13,11.97
2059470,Victor Harbor,-35.5546,47.97,66,20,18.34
3893629,Coquimbo,-29.9532,57.43,76,0,10.29
6096551,Pangnirtung,66.149,41.0,100,90,12.75
1651103,Atambua,-9.1066,75.08,73,2,13.69
1651810,Airai,-8.9266,57.98,92,90,3.8
4033543,Teahupoo,-17.8334,78.37,83,75,11.41
2396518,Port-Gentil,-0.7194,75.2,94,75,9.17
3696372,Huari,-9.3485,51.68,46,100,3.65
942511,Vryburg,-26.9554,48.98,44,0,4.18
5880568,Bethel,60.7922,65.21,68,40,12.75
3466165,Cidreira,-30.1658,66.62,77,66,5.61
5905393,Bonavista,48.6542,49.34,80,28,5.66
3374083,Bathsheba,13.2167,78.8,83,75,11.41
4732862,Nome,30.0358,93.61,59,40,10.29
1255712,Sorada,19.7602,72.56,92,100,5.75
3896218,Castro,-42.4824,48.2,93,90,16.11
6355222,Yulara,-25.2411,46.4,61,0,9.17
3981460,Coahuayana,18.6201,87.5,62,22,0.98
2180815,Tuatapere,-46.1324,50.0,77,100,5.99
2514651,Los Llanos de Aridane,28.6585,73.4,73,2,11.41
2109528,Buala,-8.1456,80.66,81,18,11.1
1865309,Katsuura,33.9258,72.07,88,90,3.36
1641497,Kanigoro,-8.1303,66.8,94,14,7.96
1512019,Aksarka,66.5606,49.16,70,23,4.76
1064275,Ihosy,-22.4046,51.86,94,0,4.72
2013639,Verkhnevilyuysk,63.4499,65.18,90,97,6.73
3931223,Puquio,-14.6946,51.32,48,0,9.44
2025256,Chumikan,54.7183,53.48,94,99,2.64
4033077,Vaitape,-16.5167,77.06,70,61,1.7
2014833,Tura,64.2742,60.32,81,97,6.67
2013921,Ust-Kuyga,70.0018,57.62,74,89,11.3
2122894,Nevelsk,46.6733,55.4,93,90,17.9
5490385,Sile,35.5645,90.0,17,27,6.93
934322,Mahebourg,-20.4081,67.33,64,20,5.82
1813088,Dafeng,33.202,73.99,87,100,2.39
1045114,Inhambane,-23.866,59.6,88,0,3.02
344979,Lebu,8.9611,57.8,88,100,2.04
141679,Bandar-e Anzali,37.4727,80.6,88,40,2.82
3135728,Straumen,63.8723,50.86,81,40,8.05
692105,Pavlivka,48.1315,58.88,79,1,4.92
3395458,Maragogi,-9.0119,71.12,91,5,4.63
2152659,Port Macquarie,-31.43,55.63,44,75,9.17
3380290,Sinnamary,5.3772,81.02,78,0,14.94
3514843,Emilio Carranza,19.9711,88.58,56,88,4.79
2077895,Alice Springs,-23.6984,42.8,60,1,3.36
3402648,Carutapera,-1.2017,76.34,90,12,6.29
588365,Vao,59.1018,50.6,77,45,7.29
3652764,Puerto Ayora,-0.7394,77.94,54,20,14.99
212730,Kisangani,0.5184,68.96,92,96,1.74
151211,Sola,-3.1731,65.36,84,72,2.93
2022773,Khandyga,62.6478,71.3,51,34,0.76
1695065,Panlaitan,12.1191,82.28,77,86,12.97
1634614,Nabire,-3.3597,65.36,96,100,4.5
5126209,Mastic Beach,40.7668,85.06,62,75,8.05
1083239,Ambatofinandrahana,-20.5508,52.4,75,0,3.58
2022572,Khatanga,71.9801,51.68,64,100,8.61
2022463,Khilok,51.3628,61.76,73,92,1.81
1717512,Cabadiangan,10.4526,80.6,88,90,3.44
2130629,Asahikawa,43.7582,60.8,93,75,3.36
3839307,Rawson,-43.2992,47.9,47,0,6.8
5244080,Appleton,44.2611,85.78,35,40,12.75
3429594,Reconquista,-29.1444,65.54,83,96,10.85
5329649,Blythe,33.6135,112.39,11,40,8.05
3683538,Concepcion,9.5617,91.46,54,94,3.09
1735902,Sibu,2.2907,75.07,100,75,1.12
1714733,Dingle,11.0001,74.0,85,100,2.46
3443061,Chuy,-33.6938,60.5,96,92,5.88
2108502,Honiara,-9.4313,73.4,100,40,6.87
286987,Nizwa,22.9324,79.22,24,0,3.91
3647444,Calabozo,8.9194,84.62,76,96,4.14
2155562,Nelson Bay,-32.7219,59.99,51,7,17.22
3359638,Walvis Bay,-22.9544,57.43,87,0,3.36
3720455,Moron,18.5602,82.1,74,50,5.37
1254709,Tezu,27.9254,71.48,98,100,3.29
2146219,Hervey Bay,-25.2986,46.4,87,66,5.82
3386213,Touros,-5.1989,75.2,94,75,4.7
3985710,Cabo San Lucas,22.8938,85.95,51,5,6.93
2171722,Charters Towers,-20.0715,55.64,77,100,5.95
2065594,Mount Isa,-20.729,53.6,62,81,8.05
933815,Dekar,-21.5334,52.58,41,0,4.21
913613,Kansanshi,-12.0952,52.94,36,0,5.53
2511102,Santa Pola,38.1924,80.06,74,0,2.04
518236,Novorzhev,57.0294,45.56,88,0,1.19
3418910,Upernavik,72.7868,46.64,72,4,0.29
1502862,Kolpashevo,58.3137,59.06,79,0,3.36
1033356,Nampula,-15.1195,66.2,88,75,11.41
5960603,Geraldton,49.7189,75.2,60,75,9.17
4033557,Tautira,-17.7334,78.37,83,75,11.41
646006,Mikkeli,61.6878,48.87,100,0,2.24
1796340,Shancheng,26.9025,70.22,98,100,4.16
2126199,Cherskiy,68.75,57.44,69,47,13.38
2214433,Nalut,31.8642,77.96,57,0,16.69
3576994,Cockburn Town,21.4612,87.8,66,40,13.87
2347470,Miri,10.3127,71.12,89,98,2.44
750598,Bilecik,40.1435,57.76,82,0,3.98
2737599,Saldanha,41.4184,85.16,28,100,2.91
5771960,Brigham City,41.5104,93.96,11,1,8.19
157107,Kirando,-7.3713,75.44,61,19,9.33
2729907,Longyearbyen,78.2198,42.8,87,75,10.29
6620339,Karratha,-20.7371,68.24,22,0,18.7
1850144,Nishihara,35.7387,72.52,88,90,1.36
3421319,Nuuk,64.175,44.33,87,40,11.41
1024696,Dondo,-19.6165,59.6,94,0,1.97
2315417,Inongo,-1.9254,75.44,73,7,3.83
5954718,Flin Flon,54.7698,73.4,38,40,10.29
648901,Lappeenranta,61.0582,50.14,81,0,4.7
3465228,Coxim,-18.505,80.48,30,0,3.36
4694420,Graham,33.1071,89.96,40,1,5.82
4975802,Portland,43.661,76.3,78,40,6.93
3123493,Ferrol,43.4847,68.7,68,0,2.24
64013,Bosaso,11.2785,89.12,61,100,9.71
2173911,Broken Hill,-31.9651,42.8,70,17,12.75
53654,Mogadishu,2.0428,76.7,81,68,12.97
3622716,Nicoya,10.147,78.57,62,40,16.11
3430443,Necochea,-38.5473,51.01,92,0,4.0
3894426,Coihaique,-45.5753,39.97,93,75,2.24
1503726,Kharp,66.8152,43.94,79,0,3.51
3356264,Keetmanshoop,-26.5724,66.2,15,0,9.17
88533,Awjilah,29.1403,83.9,42,0,14.52
3664659,Carauari,-4.8767,83.54,73,20,3.33
5563839,Fortuna,40.5974,69.26,68,40,16.11
3412093,Vestmannaeyjar,63.4427,52.94,94,100,4.14
3901547,Villamontes,-21.2587,67.16,71,52,4.38
686502,Alexandria,43.9702,62.84,59,100,6.8
3840300,Presidencia Roque Saenz Pena,-26.7853,72.92,63,55,7.02
5380437,Pacific Grove,36.6174,75.7,35,1,14.99
3665361,Turiacu,-5.0139,79.94,90,100,1.9
3675443,Manizales,5.0646,74.91,68,75,4.7
1161724,Chabahar,25.2933,82.46,83,66,7.45
3698359,Chicama,-7.8435,66.2,82,75,12.75
1626542,Sorong,-0.8635,73.28,83,82,9.26
3602137,San Jose,14.2466,89.6,35,75,12.75
4004293,Ixtapa,20.715,88.34,52,75,13.87
5769288,Spearfish,44.4908,84.25,61,1,11.41
5861897,Fairbanks,64.8378,60.55,100,90,6.93
3141667,Roald,62.5838,50.47,87,99,10.29
3147822,Gravdal,59.7913,56.66,87,90,8.05
3671765,Prado,3.7507,99.38,24,32,9.69
575410,Boksitogorsk,59.4729,48.0,83,86,1.01
6539761,Rome,41.8933,72.07,78,40,4.7
2071860,Esperance,-33.8583,50.0,100,75,3.36
2027487,Arkhara,49.4224,64.28,92,56,4.14
2229761,Kribi,2.9434,77.6,83,100,11.05
4036284,Alofi,-19.0596,77.24,76,100,7.81
1503153,Klyuchi,52.2549,61.58,88,100,8.9
1848373,Fukue,35.0335,75.42,78,75,5.82
5710035,West Wendover,40.7391,96.8,11,1,11.41
594739,Siauliai,55.9333,51.8,81,0,2.24
1490256,Talnakh,69.494,57.2,87,40,13.42
6320062,Vila Velha,-3.7125,82.35,78,40,12.75
2174444,Bowen,-20.0107,52.57,93,87,3.36
789128,Kragujevac,44.0082,59.0,87,0,1.12
1785974,Yuci,37.6803,62.6,82,0,2.24
1505579,Inta,66.0397,51.68,58,23,8.79
1528998,Yumen,40.2917,65.9,61,100,20.2
1488903,Turukhansk,65.7954,57.98,89,84,8.99
1526384,Boralday,43.3578,68.0,60,20,6.71
3174050,Mantua,45.1567,69.01,82,40,10.29
1328421,Pathein,16.7833,79.94,89,100,6.53
2079582,Alyangula,-13.8484,69.8,94,2,4.7
3835869,Santiago del Estero,-27.7952,63.74,63,96,6.22
1640902,Kawalu,-7.3817,64.64,96,44,2.68
878281,Lindi,-9.999,69.8,88,20,13.87
1058381,Morondava,-20.2954,75.98,72,0,15.3
3629710,Puerto Ayacucho,5.6647,78.8,88,75,5.82
491029,Solginskiy,61.0534,42.86,96,19,5.21
3581398,Laguna,16.1684,89.66,52,28,8.21
778707,Mehamn,71.035,44.65,81,0,4.7
3517970,Pochutla,15.7432,87.15,70,75,6.93
6542155,Trapani,38.0161,77.47,83,0,8.05
5849996,Lahaina,20.8727,82.74,58,40,12.75
2016307,Solnechnyy,50.7238,59.6,97,94,3.91
488946,Staritsa,56.5078,45.74,79,94,2.59
780687,Berlevag,70.8578,42.84,87,75,4.7
779261,Kjollefjord,70.9457,44.56,81,0,4.7
4267710,Sitka,37.175,91.13,43,1,12.75
2022129,Kichera,55.9291,58.34,89,100,4.43
2192362,Christchurch,-43.531,51.49,87,0,2.93
3662489,Santa Isabel do Rio Negro,-0.4145,79.22,94,100,3.67
2063036,Port Lincoln,-34.7212,54.02,64,55,27.65
584051,Svetlogorsk,53.1375,66.2,77,0,8.95
1611635,Betong,5.772,69.32,97,53,1.9
3424607,Tasiilaq,65.6145,46.4,75,0,9.17
986717,Kruisfontein,-34.0034,53.48,93,7,10.02
3197111,Krupanj,44.3675,55.26,93,0,2.24
4845585,Westport,41.1415,83.89,54,20,14.99
2337542,Naze,5.4333,72.2,97,100,2.91
3389609,Pimentel,-3.7033,75.8,93,100,2.98
2303611,Axim,4.8654,74.54,91,90,10.98
3379316,Bonfim,3.3614,86.42,60,58,8.16
2267254,Lagoa,37.1363,69.44,88,0,4.7
5957776,Fredericton,45.9664,63.81,100,90,6.93
118063,Sabzevar,36.2134,81.02,17,0,7.38
2024626,Dzhebariki-Khaya,62.2167,70.04,60,34,1.12
2036283,Kuandian,40.7288,59.42,98,21,1.16
5509851,Pahrump,36.2083,100.76,9,40,14.99
1252783,Yarada,17.65,83.9,75,100,13.76
1791236,Wuhu,31.3536,69.8,100,90,4.47
525426,Sobolevo,54.4299,46.1,84,0,4.68
1253628,Ginda,30.6945,63.74,84,94,2.08
746565,Gorele,41.0308,68.7,77,75,3.36
5554428,Ketchikan,55.3422,62.6,88,90,9.17
2318123,Yenagoa,4.9247,73.82,95,100,2.24
2450173,Taoudenni,22.6783,101.72,6,0,11.88
3115824,Muros,42.7744,69.85,77,0,2.24
5221384,Charlestown,41.3832,80.01,78,75,6.93
3996069,Santa Isabel,32.6293,110.62,9,40,4.7
474470,Verkhnyaya Toyma,62.2354,43.22,91,0,3.11
2221046,Madimba,4.4203,75.2,100,75,4.7
3346015,Sumbe,-11.202,70.76,81,51,8.25
4231997,Avera,33.194,92.43,52,1,5.82
2123814,Leningradskiy,69.3833,47.0,74,13,8.61
498418,Satka,55.0403,66.26,86,100,7.34
2446796,Bilma,18.6929,96.32,21,33,8.57
1805857,Jieshi,22.8158,82.99,87,100,1.99
2121025,Srednekolymsk,67.4555,66.44,66,68,2.51
4031742,Egvekinot,66.3167,76.52,34,100,3.47
2135517,Norsup,-16.0667,77.0,88,90,10.29
2160063,Codrington,-28.9484,57.74,54,100,6.93
4688275,Edinburg,26.3014,93.04,70,1,3.36
3108877,Sitges,41.2367,76.15,78,0,2.24
6164499,The Pas,53.8224,75.2,36,20,9.17
3347019,Namibe,-15.1902,65.0,83,95,7.58
1056899,Sambava,-14.2667,63.02,92,6,3.02
2653915,Campbeltown,55.4258,57.74,93,35,13.87
3083426,Tczew,54.087,56.73,93,75,2.24
3577430,Road Town,18.4167,82.56,66,40,11.41
2630299,Hofn,64.2539,43.22,97,100,1.97
3471846,Aracuai,-16.8498,65.54,62,0,2.59
3671450,Inirida,3.8653,80.48,76,100,0.76
174448,Abu Kamal,34.4506,82.64,35,0,15.77
2012780,Zabaykalsk,49.6447,62.84,64,0,4.14
2508813,Adrar,27.8734,102.2,6,0,10.29
3437029,San Patricio,-26.9767,69.86,70,100,5.39
2212775,Sabha,27.0332,92.0,11,0,5.12
3466537,Caxias do Sul,-29.1685,67.15,72,59,1.99
1644605,Galesong,-5.3166,71.6,94,20,2.24
371745,Kutum,14.2031,78.5,44,96,7.94
3137469,Sorland,67.667,48.2,93,75,13.87
1067565,Beloha,-25.1739,58.88,81,0,5.7
2154386,Olinda,-37.8438,43.95,75,40,19.46
1497543,Nizhnevartovsk,60.934,66.2,93,40,4.47
3932145,Pisco,-13.71,68.36,30,20,9.17
4002745,La Cruz,23.9233,91.99,62,0,10.0
3585480,Intipuca,13.1969,93.16,44,0,4.7
262462,Saint George,39.4548,68.25,100,75,5.82
1486321,Yar-Sale,66.8333,50.6,84,12,5.39
1514792,Gazojak,41.1875,88.94,13,0,7.96
3533462,Acapulco,16.8603,87.8,70,75,5.82
3372472,Vila Franca do Campo,37.7167,71.6,73,40,5.82
3694112,Paita,-5.0851,62.6,290,0,11.41
3420846,Qaqortoq,60.7167,53.6,66,75,13.87
1529651,Altay,47.8258,48.26,70,5,5.28
1701054,Marawi,8.0035,73.0,94,100,7.0
3979983,Yago,21.8333,77.0,78,75,6.93
6255012,Flinders,-34.581,51.71,53,56,19.46
3869716,Tocopilla,-22.092,58.34,87,100,18.72
1253628,Lata,30.7809,63.74,84,94,2.08
1495483,Pavino,55.0153,55.4,87,0,4.47
2220853,Yokadouma,3.5169,68.06,97,64,1.81
1337606,Eydhafushi,5.1033,84.08,71,81,6.46
5059429,Key West,47.9347,79.36,61,40,8.05
509483,Pinega,64.6973,43.94,76,72,4.34
1215502,Banda Aceh,5.5577,83.72,73,87,13.58
113646,Tabriz,38.0758,69.8,35,0,2.24
3136765,Hegra,63.4644,50.67,81,40,8.05
2140558,Koumac,-20.5614,70.22,76,100,3.4
2127060,Arman,59.7,72.74,53,5,1.07
3136023,Storsteinnes,69.2438,49.32,87,97,5.82
5969025,Haines Junction,60.7527,63.38,48,99,10.49
2745088,Wageningen,51.9751,61.16,82,90,4.7
649924,Kuusamo,65.9646,44.6,87,90,5.82
1635283,Metro,-5.1079,70.76,94,65,4.45
3024035,Concarneau,47.8757,62.42,82,0,6.93
1699684,Mina,10.9301,74.0,85,100,2.46
1076194,Andilamena,-17.0112,56.18,95,78,5.03
2224162,Akom,2.6678,67.34,97,51,1.28
3359736,Vredendal,-31.6795,57.8,85,0,13.49
3135813,Stranda,62.3108,50.52,87,17,10.29
232571,Kalangala,-0.3202,68.0,94,20,4.7
863061,Usinsk,65.9957,52.22,62,2,10.04
967106,Oudtshoorn,-33.5903,53.6,76,0,4.7
933726,Hukuntsi,-23.9843,52.58,31,0,2.64
1504382,Kargasok,59.0598,62.48,76,0,5.12
5949568,Estevan,49.1428,77.92,54,1,4.7
3119841,Beira,43.1993,68.56,68,0,2.24
2172797,Cairns,-16.9205,60.53,88,40,13.87
3407903,Almeirim,-1.5291,80.12,82,22,3.58
3466980,Caravelas,-17.7297,73.1,71,87,6.64
1798760,Pingliang,35.541,54.38,76,0,3.51
6068416,Mayo,63.5927,66.2,52,90,5.82
3407882,Altamira,-3.2041,80.6,94,20,1.12
4073383,Livingston,32.5843,87.04,55,1,10.87
3453439,Ponta do Sol,-20.6335,62.84,52,0,0.87
630769,Ylivieska,64.0729,54.01,71,0,1.01
178443,Wajir,1.7497,78.68,62,62,17.67
187585,Marsabit,2.3381,83.0,37,68,17.18
3946820,Barranca,-10.7542,62.66,86,15,14.76
496285,Severodvinsk,64.5634,42.8,100,40,4.47
5545269,Price,39.5994,85.21,15,1,3.36
2190224,Hastings,-39.6431,49.7,84,0,6.11
3141310,Rorvik,64.8621,51.01,96,75,8.95
2094027,Kieta,-6.2167,80.84,75,50,7.27
1731248,Alugan,12.2188,73.82,96,82,2.57
3392907,Pastos Bons,-6.6014,79.22,58,30,4.12
6144312,Sept-Iles,50.2001,60.06,87,90,17.22
466423,Yurino,56.2904,59.0,93,75,6.71
1270779,Guhagar,17.4842,81.56,85,100,11.34
5648657,Dillon,45.2164,84.87,20,1,10.69
485215,Synya,65.3718,50.78,68,0,5.61
1611195,Chiang Klang,19.2887,69.86,98,100,1.99
1272411,Dondaicha,21.3256,81.2,74,100,13.0
3146125,Ler,63.1978,50.34,81,40,8.05
2191562,Dunedin,-45.874,51.01,64,13,8.99
100926,Umm Lajj,25.024,85.88,68,5,4.45
3401148,Cururupu,-1.8243,75.26,97,94,2.57
6138501,Saint-Augustin,45.6256,75.88,73,75,3.36
5438542,Sheridan,39.6469,84.94,31,75,20.8
3526662,Teya,21.0486,96.87,41,90,13.87
1337607,Kudahuvadhoo,2.6708,83.72,77,23,9.98
3527457,General Bravo,25.7933,99.92,28,16,7.27
286621,Salalah,17.0149,80.6,94,75,5.82
2659810,Neustadt,47.047,64.56,68,75,2.24
238566,Ippy,6.2606,67.16,95,94,1.97
502265,Mirnyy,56.5712,45.74,79,19,2.86
3460707,Itapicuru,-11.3095,69.68,91,34,9.51
143127,Arak,34.0956,69.86,13,32,5.46
3393692,Itarema,-2.9248,78.14,72,20,10.2
